SCHL_ID,SCHOOL_CODE,SCHOOL_NAME,PROVINCE_CODE,PROVINCE_NAME,DISTRICT_CODE,DISTRICT_NAME,LLGV_CODE,LLGV_NAME,SECTOR_CODE
5196,69A37,NOBLET ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,ELEM
5316,65A83,VUNAPOPE ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6502,KOKOPO,650208,KOKOPO/VUNAMAMI URBAN,ELEM
5422,55A20,SUIN TUNANA ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550206,HIGATURU RURAL,ELEM
5452,65A47,KEBARU ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650310,CENRTAL/ INLAND POMIO RURAL,ELEM
8810,70082,KAIRIK SDA PRIMARY SCHOOL,70,ENGA PROVINCE,7003,LAGAIP/PORGERA,700309,POGERA RURAL,PRI
3663,62A11,SAKUR ELEMENTARY SCHOOL,62,MADANG PROVINCE,6205,SUMKAR,620514,SUMGILBAR RURAL,ELEM
8338,61A06,BIWAT ELEMENTARY SCHOOL,61,EAST SEPIK PROVINCE,6102,ANGORAM,610209,YUAT RURAL,ELEM
5519,66038,NEIKONOMON COMMUNITY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660102,LOVONGAI RURAL,PRI
6314,53B10,GALOMARUBU ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5304,RIGO,530412,RIGO COASTAL RURAL,ELEM
5531,65A54,KAVAVAR ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6501,GAZELLE,650104,LIVUAN/REIMBER RURAL,ELEM
3691,62B10,MAPOR ELEMENTARY SCHOOL,62,MADANG PROVINCE,6205,SUMKAR,620513,KARKAR RURAL,ELEM
3692,63C28,ZONGEFIFI ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6309,TEWAI / SIASSI,630926,SIALUM RURAL,ELEM
2859,64B07,AVIKLO ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640103,KANDRIAN COASTAL RURAL,ELEM
2770,57B22,KEKEANTU ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5704,KAINANTU,570406,KAINANTU URBAN,ELEM
2771,62017,MALE PRIMARY SCHOOL,62,MADANG PROVINCE,6204,RAI COAST,620410,ASTROLABE BAY RURAL,PRI
2774,71419,MOIAN COMMUNITY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710206,KIUNGA RURAL,COM
2778,71200,ATKAMBA PRIMARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710206,KIUNGA RURAL,PRI
2779,57C30,ANONA ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5704,KAINANTU,570405,KAINANTU RURAL,ELEM
2869,64473,TALEWAGA COMMUNITY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640105,KOVE/KALIAI RURAL,PRI
2085,71A31,MINGALASABIP ELEMENTARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710210,STAR MOUNTAINS RURAL,ELEM
5569,66431,METERANKANG COMMUNITY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660102,LOVONGAI RURAL,COM
3851,63B32,ILOKO ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6304,KABWUM,630416,SELEPET RURAL,ELEM
3855,62A44,OWOUR ELEMENTARY SCHOOL,62,MADANG PROVINCE,6206,USINO BUNDI,620616,USINO RURAL,ELEM
5373,65B30,GALUVE ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650310,CENRTAL/ INLAND POMIO RURAL,ELEM
5374,55B27,OMBISUSU ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550205,KOKODA RURAL,ELEM
4014,63A22,ESIANDA ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630206,HUBE RURAL,ELEM
2000,60432,ST FRANCIS SEIM HAMTABA PRIMARY SCHOOL,60,SANDAUN PROVINCE,6002,NUKU,600208,NUKU RURAL,PRI
5635,66015,YARAKA MEMORIAL PRIMARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,PRI
5934,53A32,KWARE ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5304,RIGO,530411,RIGO CENTRAL RURAL,ELEM
3798,58B34,WARIO ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5803,KARIMUI/NOMANE,580307,KARIMUI RURAL,ELEM
7249,66C40,LIVITUA ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
7250,66C41,LAMUSMUS ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
6800,66A55,VAIKEB ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660102,LOVONGAI RURAL,ELEM
6802,66A57,NGONGOLAVUI  ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660102,LOVONGAI RURAL,ELEM
7511,63A39,KAWALANG ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6308,NAWAE,630825,WAIN- ERAP RURAL,ELEM
6235,53A16,ABIARA ELEMENTARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530308,KAIRUKU RURAL,ELEM
5619,55A23,UWE/GIGORI ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5501,IJIVITARI,550102,CAPE NELSON RURAL,ELEM
6159,52A05,LESE KAVORA ELEMENTARY SCHOOL,52,GULF PROVINCE,5201,KEREMA,520102,EAST KEREMA RURAL,ELEM
9825,55A67,KIRA STATION ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550208,KIRA RURAL,ELEM
10839,63140,KAYAIRA PRIMARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630309,MOROBE RURAL,PRI
6404,63413,ST MARY'S PRIMARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,PRI
6407,63018,HUONVILLE PRIMARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,PRI
6419,63276,MOLMOL PRIMARY SCHOOL,63,MOROBE PROVINCE,6309,TEWAI / SIASSI,630927,SIASSI RURAL,PRI
6429,63090,YAKEPA PRIMARY SCHOOL,63,MOROBE PROVINCE,6307,MENYAMYA,630722,WAPI RURAL,PRI
6439,63051,TSEWI PRIMARY SCHOOL,63,MOROBE PROVINCE,6307,MENYAMYA,630721,KOME RURAL,PRI
6125,67B21,DA'AROVE ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670208,ARAWA RURAL,ELEM
5157,69A25,WARDSTRIP DEMONSTRATION ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690101,MORESBY NORTH  EAST,ELEM
10692,63602,DREGERHAFEN  SECONDARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630208,YABIM MAPE RURAL,SEC
10699,67447,MALASANG PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6701,NORTH BOUGAINVILLE,670104,BUKA RURAL,PRI
10704,63586,WABUBU COMMUNITY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630310,SALAMAUA RURAL,PRI
10705,61481,MESKA PRIMARY SCHOOL,61,EAST SEPIK PROVINCE,6102,ANGORAM,610206,KARAWARI RURAL,PRI
10710,65C20,MASO ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650312,MELKOI RURAL,ELEM
4304,60B69,AWANIAK ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600412,AMANAB  RURAL,ELEM
2631,62085,PANIM ADVENTIST PRIMARY SCHOOL,62,MADANG PROVINCE,6202,MADANG,620204,AMBENOB RURAL,PRI
2141,63079,TUMIPONG PRIMARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630206,HUBE RURAL,PRI
3285,64030,BAREMA PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640206,BIALLA RURAL,PRI
2178,64A63,MAKIRI ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640207,BALI/WITU RURAL,ELEM
1536,57137,KOSAYUFA COMMUNITY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,COM
4572,63B94,ST PATRICKS ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,ELEM
2028,71A64,BOLIVIP ELEMENTARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710209,OLSOBIP RURAL,ELEM
4399,63B67,NEW CAMP ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6301,BULOLO,630104,WAU / BULOLO URBAN,ELEM
4407,60A99,WARAMO ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600413,BEWANI/WUTUNG ONEI RURAL,ELEM
4411,52A42,KIKORI ELEMENTARY SCHOOL,52,GULF PROVINCE,5202,KIKORI,520210,WEST KIKORI RURAL,ELEM
3497,64026,KALU PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640208,HOSKINS RURAL,PRI
4501,64B36,BAREMA 2 ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640206,BIALLA RURAL,ELEM
6747,66A08,AMFAR ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660208,TANIR RURAL,ELEM
3574,64005,KAPORE PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640210,MOSA RURAL,PRI
3575,64010,SARAKOLOK PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640210,MOSA RURAL,PRI
3580,64002,BUVUSSI PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640210,MOSA RURAL,PRI
5291,55A80,GORARI ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550205,KOKODA RURAL,ELEM
5194,69A21,TED DIRO ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,ELEM
6723,67474,SOROM PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6701,NORTH BOUGAINVILLE,670103,SELAU/SUIR RURAL,PRI
6572,65692,UVOL VOCATIONAL CENTRE,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650312,MELKOI RURAL,VOC
4004,58418,GAGLMANBUNO PRIMARY SCHOOL,58,SIMBU PROVINCE,5805,KUNDIAWA/GEMBOGL,580515,NIGLKANDE RURAL,PRI
4970,52039,MANIMANGO COMMUNITY SCHOOL,52,GULF PROVINCE,5201,KEREMA,520105,KOTIDANGA RURAL,COM
4972,61B83,BALSAKI CENTRAL ELEMENTARY SCHOOL,61,EAST SEPIK PROVINCE,6103,MAPRIK,610313,YAMIL / TAMAUI RURAL,ELEM
4973,62A74,ATEMBLE ELEMENTARY SCHOOL,62,MADANG PROVINCE,6203,MIDDLE RAMU,620307,ARABAKA RURAL,ELEM
4974,52061,KAPIRI COMMUNITY SCHOOL,52,GULF PROVINCE,5201,KEREMA,520101,CENTRAL KEREMA RURAL,COM
7028,63A75,WASU ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6309,TEWAI / SIASSI,630928,WASU RURAL,ELEM
4853,UWAUWEFO ELEMENTARY,UWAUWEFO ELEMENTARY SCHOOL,54,MILNE BAY PROVINCE,5403,KIRIWINA-GOODENOUGH,540312,KIRIWINA RURAL,ELEM
4856,52423,KAMINA PRIMARY SCHOOL,52,GULF PROVINCE,5201,KEREMA,520105,KOTIDANGA RURAL,PRI
4387,60A05,MIARFAI ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600414,GREEN RIVER RURAL,ELEM
10843,63071,BONASI  PRIMARY SCHOOL,63,MOROBE PROVINCE,6309,TEWAI / SIASSI,630928,WASU RURAL,PRI
4415,60B04,PEWI ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6004,VANIMO/GREEN RIVER,600415,VANIMO URBAN,ELEM
4712,63A21,EPA ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630309,MOROBE RURAL,ELEM
4714,62B45,TABELE ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620102,IABU RURAL,ELEM
5449,65A66,UVOL ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650312,MELKOI RURAL,ELEM
4418,52B10,AVAVU ELEMENTARY SCHOOL,52,GULF PROVINCE,5202,KIKORI,520209,IHU RURAL,ELEM
4574,63C79,BUTIBAM ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,ELEM
4581,63C70,TENT CITY ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,ELEM
4585,63C68,IGAM BARRACKS ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630515,AHI RURAL,ELEM
4588,64A47,TAVELEAI ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640105,KOVE/KALIAI RURAL,ELEM
2370,63019,IGAM PRIMARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,PRI
4723,62C49,ABARIA ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620102,IABU RURAL,ELEM
4511,64A04,KALEKEN ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640101,GASMATA RURAL,ELEM
2022,67543,BARA ST MARIE PRIMARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6702,CENTRAL BOUGAINVILLE,670208,ARAWA RURAL,PRI
4741,60B58,TOHNANSIN ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600309,OKSAPMIN RURAL,ELEM
3976,63C26,BUSIMANGE ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630208,YABIM MAPE RURAL,ELEM
3978,65419,MAKAEN PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650314,WEST POMIO/ MAMUSI RURAL,PRI
4232,63D62,SOSONINGKO ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630207,KOTTE RURAL,ELEM
7664,66C59,MAZUZ ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660209,NIMAMAR RURAL,ELEM
6988,66601,UTU SECONDARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660104,KAVIENG URBAN,SEC
6990,68635,PAPITALAI SECONDARY SCHOOL,68,MANUS PROVINCE,6801,MANUS,680107,LOS NEGROS,SEC
5433,51B54,BOK ELEMENTARY SCHOOL,51,WESTERN PROVINCE,5103,SOUTH FLY,510313,MOREHEAD RURAL,ELEM
5434,53439,BROWN RIVER PRIMARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530307,HIRI RURAL,PRI
3887,58C44,BOISAMARU ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5803,KARIMUI/NOMANE,580308,NOMANE RURAL,ELEM
4518,64A46,KETENGE ELEMENTARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640105,KOVE/KALIAI RURAL,ELEM
6864,66B26,NONOVAUL ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
6865,66B27,TUGALOP ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
4358,63C65,ZUMANGURUN ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6306,MARKHAM,630618,UMI / ATZERA RURAL,ELEM
6978,71A39,BOSET 3 ELEMENTARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710206,KIUNGA RURAL,ELEM
5659,66031,WEITIN VALLEY PRIMARY SCHOOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660207,KONOAGIL RURAL,PRI
5661,71A91,SIKWI ELEMENTARY SCHOOL,71,KIUNGA LAKE MURRAY,7102,NORTH FLY,710208,NINGERUM RURAL,ELEM
5665,66044,MARINZUAN COMMUNITY SCHOOL,66,NEW IRELAND PROVINCE,6602,NAMATANAI,660207,KONOAGIL RURAL,COM
3500,63B72,POAHOM ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630515,AHI RURAL,ELEM
3505,58B09,MURU TWO ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5804,KEROWAGI,580412,KUP RURAL,ELEM
3510,64003,DAGI RIVER PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640211,TALASEA RURAL,PRI
4122,62C46,YASSA ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620102,IABU RURAL,ELEM
3127,57A63,KIGUPA ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5707,OKAPA,570710,OKAPA RURAL,ELEM
5498,55C12,HURATA ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550207,TAMATA RURAL,ELEM
5500,66051,LOAUA SDA COMMUNITY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660101,MURAT RURAL,PRI
5566,53026,SOGERI PRIMARY SCHOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530309,KOIARI RURAL,PRI
5771,66C80,LUAPUL ELEMENTARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,ELEM
5623,54A98,WANAMA ELEMENTARY SCHOOL,54,MILNE BAY PROVINCE,5401,ALOTAU,540103,WERAURA RURAL,ELEM
6201,56609,LAKE KUTUBU HIGH SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5607,NIPA/KUTUBU,560722,LAKE KUTUBU RURAL,SEC
4602,60A30,BOTE ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600310,TELEFOMIN RURAL,ELEM
4603,63C21,YANGO ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,ELEM
4604,60B61,WAMEIMIN ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6003,TELEFOMIN,600310,TELEFOMIN RURAL,ELEM
6005,67A38,SILAKATAU ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670311,BANA RURAL,ELEM
4020,69A07,BAVAROKO ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690101,MORESBY NORTH  EAST,ELEM
4167,62C07,DINAM ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620103,YAWAR RURAL,ELEM
5972,67B09,TUPOPISAU ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
5975,67C49,MAPILT ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
5977,67C45,HIRE ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
4143,62B83,ULINGAN ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620101,ALMAMI RURAL,ELEM
4151,65020,TALVAT PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6504,RABAUL,650416,KOMBIU RURAL,PRI
4155,62B89,BANARA ELEMENTARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620101,ALMAMI RURAL,ELEM
5591,66384,USIL PRIMARY SCHOOL,66,NEW IRELAND PROVINCE,6601,KAVIENG,660103,TIKANA,PRI
5605,55C24,AYUWAN ELEMENATRY SCHOOL,55,NORTHERN PROVINCE,5501,IJIVITARI,550106,TUFI,ELEM
973335,70D49,KULIP ELEMENTARY SCHOOL,70,ENGA PROVINCE,7003,LAGAIP/PORGERA,700307,MAIP MURITAKA RURAL,ELEM
6630,62231,BAGABAG PRIMARY SCHOOL,62,MADANG PROVINCE,6205,SUMKAR,620513,KARKAR RURAL,PRI
5615,53060,BOREDABU COMMUNITY SHCOOL,53,CENTRAL PROVINCE,5303,KAIRUKU/HIRI,530309,KOIARI RURAL,PRI
6170,56652,PANGIA VOCATIONAL CENTRE,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,VOC
1409,56A35,MONDADA ELEMENTARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,ELEM
1427,56001,APENDA PRIMARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,PRI
6199,56605,PANGIA SECONDARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,SEC
11683,56A95,TINDUA TWO ELEMENTARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,ELEM
18043,56H53,MOREA ELEMENTARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,ELEM
11647,56A34,WALUBU 1 ELEMENTARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,ELEM
11771,56B56,WALUBU TWO (2) ELEMENTARY SCHOOL 56B56,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560101,EAST PANGIA RURAL,ELEM
1568,56230,IALIBU LUTHERAN PRIMARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560102,IALIBU URBAN,PRI
1691,56C54,LAMA ELEMENTARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560102,IALIBU URBAN,ELEM
1573,56417,IALIBU ST.CLARE`S PRIMARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560102,IALIBU URBAN,PRI
8885,56076,WAGAI COMMUNITY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560102,IALIBU URBAN,COM
972364,56I31,WAMBI ELEMENTARY SCHOOL,56,SOUTHERN HIGHLANDS PROVINCE,5601,IALIBU/PANGIA,560103,KEWABI RURAL,ELEM
4263,58054,GOGO PRIMARY SCHOOL,58,SIMBU PROVINCE,5801,CHUAVE,580102,ELIMBARI RURAL,PRI
4560,63B50,LAE POLICE BARRACKS ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6305,LAE,630516,LAE URBAN,ELEM
5213,65018,RALUANA PRIMARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6502,KOKOPO,650209,RALUANA RURAL,PRI
3979,69A03,ST PAULS ELEMENTARY SCHOOL,69,NATIONAL CAPITAL DISTRICT,6901,NATIONAL CAPITAL DISTRICT,690102,MORESBY NORTH WEST,ELEM
4638,63B43,KOBO ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630309,MOROBE RURAL,ELEM
4640,63D36,YALU ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630311,WAMPAR RURAL,ELEM
4962,62B99,BILBIL ELEMENTARY SCHOOL,62,MADANG PROVINCE,6202,MADANG,620204,AMBENOB RURAL,ELEM
4217,60B11,ST JOHN'S RAIHU ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600101,EAST AITAPE RURAL,ELEM
4219,63B05,BUANG ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630208,YABIM MAPE RURAL,ELEM
5490,55C22,IORA ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550205,KOKODA RURAL,ELEM
4077,60A75,WITAILI ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600102,EAST WAPEI RURAL,ELEM
4083,63C08,UINXESU ELEMENTARY SCHOOL,63,MOROBE PROVINCE,6302,FINSCHAFEN,630206,HUBE RURAL,ELEM
7898,57640,OKAPA SECONDARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5707,OKAPA,570710,OKAPA RURAL,SEC
3542,64440,KUMBURI PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6402,TALASEA,640207,BALI/WITU RURAL,PRI
3949,58A83,SIPAGUL ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5802,GUMINE,580206,MT. DIGINE RURAL,ELEM
5981,67B49,MAINO ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
5993,67C01,AITARA ELEMENTARY SCHOOL,67,AUTONOMOUS REGION OF BOUGANVILLE,6703,SOUTH BOUGAINVILLE,670310,SIWAI RURAL,ELEM
4063,60A58,WELIUM ELEMENTARY SCHOOL,60,SANDAUN PROVINCE,6001,AITAPE/LUMI,600104,WEST WAPEI RURAL,ELEM
2562,63237,BUBIA LUTHERAN PRIMARY SCHOOL,63,MOROBE PROVINCE,6303,HUON,630311,WAMPAR RURAL,PRI
2564,57B94,IPAHEKA ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570202,GOROKA RURAL,ELEM
2567,62440,ST PETERS GIRI PRIMARY SCHOOL,62,MADANG PROVINCE,6201,BOGIA,620103,YAWAR RURAL,PRI
2570,64429,SALKEI PRIMARY SCHOOL,64,WEST NEW BRITAIN PROVINCE,6401,KANDRIAN/GLOUCESTER,640105,KOVE/KALIAI RURAL,PRI
5711,55C40,IWAIA ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5501,IJIVITARI,550101,ORO BAY RURAL,ELEM
4806,52054,KINOMERE PRIMARY SCHOOL,52,GULF PROVINCE,5202,KIKORI,520208,EAST KIKORO RURAL,PRI
4814,52373,VEIRU PRIMARY SCHOOL,52,GULF PROVINCE,5202,KIKORI,520210,WEST KIKORI RURAL,PRI
2574,57A84,NORTH GOROKA ELEMENTARY SCHOOL,57,EASTERN HIGHLANDS PROVINCE,5702,GOROKA,570203,GOROKA URBAN,ELEM
5381,65C70,ARABAM ELEMENTARY SCHOOL,65,EAST NEW BRITAIN PROVINCE,6503,POMIO,650313,SINIVIT RURAL,ELEM
3777,58B32,SIYABE 2 ELEMENTARY SCHOOL,58,SIMBU PROVINCE,5803,KARIMUI/NOMANE,580308,NOMANE RURAL,ELEM
11315,55A88,TETEBEDI ELEMENTARY SCHOOL,55,NORTHERN PROVINCE,5502,SOHE,550205,KOKODA RURAL,ELEM
